index,location,Lat,Lon,USA
11882,"Chicago Suburbia, IL",41.9204591,-87.6718313,1
11883,"Oceanside, NY",40.6387141,-73.6401296,1
11884,bit.ly/1m3d0hc,,,
11885,Red State Misery ,,,
11886,"Wichita, Caddo, Cherokee, Comancheria, TX",31.9685988,-99.9018131,1
11887,"Fort Mill, SC",35.0073697,-80.9450759,1
11888,Usually out and about,,,
11889,San Juan,18.4655394,-66.1057355,0
11890,On a beach or under the ocean,,,
11891,Citi Field,40.7570877,-73.8458213,1
11892,"Sonoma, CA",38.291859,-122.4580356,1
11893,"Eík-Hjälmír, Daneland",,,
11894,Midlands UK/ Australia,,,
11895,Bloom where your planted...,40.823422,-96.083335,1
11896,"Spring Hill, FL",28.4831682,-82.5369872,1
11897,"Mercer Island, WA",47.5706548,-122.2220674,1
11898,"South Woodford, London",51.5912671,0.0264721,0
11899,Mix position,,,
11900,"Fitchburg, WI",43.0023146,-89.424092,1
11901,"Bartlesville, OK",36.7473114,-95.9808179,1
11902,"Putney, London",51.4596431,-0.2141257,0
11903,the Temple of Love,38.883598,-94.526375,1
11904,El Paso TX,31.7618778,-106.4850217,1
11905,Aguascalientes,21.8852562,-102.2915677,0
11906,North Shore Long Island NY 😊,40.7752276,-73.7013309,1
11907,"Casper, Wyoming ",42.8500769,-106.3251749,1
11908,Studio City/Sherman Oaks/SFV,34.1395597,-118.3870991,1
11909,"Playa del Rey, CA",33.9564194,-118.4422317,1
11910,"LA, California🌞Democrat",34.0522342,-118.2436849,1
11911,"Walnut, CA",34.0202894,-117.8653386,1
11912,The Palace of Wisdom,,,
11913,IC '18,,,
11914,"Layton, UT",41.0602216,-111.9710529,1
11915,Mythical Avalon  ,30.3898349,-97.7551668,1
11916,it's fucking cold in Cali,36.778261,-119.4179324,1
11917,Where warmth goes to die!,,,
11918,LA.,34.0522342,-118.2436849,1
11919,"Shreveport, LA 🐊",32.5159309,-93.7433341,1
11920,D(M)V,37.2270469,-95.716011,1
11921,728 Market Street Suite 112C,35.0477104,-85.3091787,1
11922,"Saskatoon, Sask. Canada",52.157902,-106.6701577,0
11923,Empire state ,40.7484405,-73.9856644,1
11924,4802 1st Coast Highway Ste 470,30.5914437,-81.4568443,1
11925,"Schwenksville, PA",40.256213,-75.4637876,1
11926,somewhere between nyc & philly,40.7127753,-74.0059728,1
11927,Tommorowland,35.974247,-95.7983083,1
11928,"USA, Worldwide",38.5490014,-90.343599,1
11929,"Converse, TX",29.5180081,-98.3161241,1
11930,412 to 330,,,
11931,Wantagh | Scranton,41.408969,-75.6624122,1
11932,central IL,40.3084762,-89.7004215,1
11933,"Bridgeville, CA",40.4694936,-123.7995008,1
11934,"ÜT: 39.879601,-86.14653",30.2849185,-97.7340567,1
11935,"Pluto, Jupiter and Mars",,,
11936,"Shinchon, Seoul, Korea",37.5594793,126.9435838,0
11937,"Somewhere, out there 🎶",,,
11938,Rosenberg TX,29.5571825,-95.8085623,1
11939,🌴 SoCal 🏖  ,34.9592083,-116.419389,1
11940,"Cagliari, Italia",39.2238411,9.1216613,0
11941,Empire State,40.7484405,-73.9856644,1
11942,"Davie, FL",26.0764783,-80.2521157,1
11943,#rochmn,,,
11944,"Manhattan, NY & Lima - Perú",40.7547086,-73.9733909,1
11945,"Titletown, WI",44.5034732,-88.0665533,1
11946,"Mars East, Mars",36.0983192,-95.8557444,1
11947,intersectional feminism,,,
11948,"Milpitas, CA",37.4323341,-121.8995741,1
11949,"N.Y. , Lincoln, Omaha",40.7127753,-74.0059728,1
11950,"Columbus, NJ",40.0727889,-74.7206894,1
11951,"Chelsea, New York",40.7465004,-74.0013737,1
11952,Alberta 🍁Canada🍁,53.9332706,-116.5765035,0
11953,"Portland, OR, USA",45.5051064,-122.6750261,1
11954,Portland Oregon USA,45.5051064,-122.6750261,1
11955,Green Noa II,,,
11956,"New Bedford, MA",41.6362152,-70.934205,1
11957,#WeinerTower 5/12/2014,,,
11958,bible belt ,32.4573835,-83.7352019,1
11959,Stress-town population me,,,
11960,"Norco, CA",33.9311257,-117.548661,1
11961,Canada/USA,45.4278901,-75.6958523,0
11962,North Virtual Landia,,,
11963,MS / My thoughts are my own,,,
11964,2nd-to-last exit on 91,43.1596289,-72.467144,1
11965,"iPhone: 34.157142,-118.437437",,,
11966,Somewhere South of Midnight,,,
11967,Ohio Statehouse,39.9613867,-82.9991009,1
11968,mother earth,36.0614716,-95.9767848,1
11969,Doncastah,53.52282,-1.128462,0
11970,"White Oak, PA",40.3375695,-79.8092133,1
11971,"Calif., jeandean2223@gmail.com",36.778261,-119.4179324,1
11972,Lima/Montréal/Toronto ,-12.0463731,-77.042754,0
11973,Underwater,,,
11974,Creator Code: Bloomare #ad,,,
11975,the world of academia,,,
11976,"ÜT: 43.65188,-79.630425",30.2849185,-97.7340567,1
11977,Hell’s Kitchen,36.1159488,-115.1731234,1
11978,"Beaver Dam, WI",43.4577692,-88.837329,1
11979,Ohayo,40.4172871,-82.907123,1
11980,Richmond VA USA,37.5407246,-77.4360481,1
11981,Jazz and Blues Fan,,,
11982,"Massapequa, NY",40.6806563,-73.4742914,1
11983,"Chattanooga,Tennessee",35.0456297,-85.3096801,1
11984,CA / NV,34.1112722,-117.5788244,1
11985,"Maryland, DC, Virginia USA",38.9071923,-77.0368707,1
11986,LA - CLE - UK,,,
11987,"☆Detroit MI, USA☆",42.3593793,-83.064501,1
11988,"Onalaska, Wisconsin",43.8844092,-91.2351393,1
11989,House Of Addams,41.871626,-87.647437,1
11990,Suburbs - ,36.2393927,-95.9898676,1
11991,Beautiful Fly Over Country,,,
11992,"Kirkwood, MO",38.5833862,-90.406785,1
11993,she/her • 17,,,
11994,41,,,
11995,Blue Justice🌊Democracy ,,,
11996,✩ Destiny Islands ✩,,,
11997,"Fenwick, Ontario, Canada",43.0240705,-79.3622975,0
11998, Lake Worth Beach FL  USA,26.6167555,-80.0684479,1
11999,"Newburgh, NY",41.5034271,-74.0104178,1
12000,Nashville,36.1626638,-86.7816016,1
12001,"Markham, Ontario, Canada",43.8561002,-79.3370188,0
12002,"Cleveland, Oh",41.49932,-81.6943605,1
12003,Thurles,52.6801064,-7.8044421,0
12004,Hoboken Us OF a,40.7439905,-74.0323626,1
12005,Tucson Arizona,32.2226066,-110.9747108,1
12006,PNW US,41.5837615,-86.8939173,1
12007,"Tübingen, Germany",48.5216364,9.0576448,0
12008,"West St Paul, MN",44.9160768,-93.1016074,1
12009,"Nantucket, MA",41.2834704,-70.099451,1
12010,"Lake Hopatcong, NJ",40.9503131,-74.6327236,1
12011,"Pinehurst, NC",35.1954345,-79.4694767,1
12012,"Arkansas, USA, Pale Blue Dot",35.20105,-91.8318334,1
12013,"Charleston, IL",39.4961458,-88.1761521,1
12014,"Dallastown, PA",39.8995444,-76.6402452,1
12015,Chicago's North Shore,42.2400231,-88.3614753,1
12016,"Toronto, Ontario, Canada.",43.653226,-79.3831843,0
12017,Severn MD,39.1370528,-76.6983022,1
12018,Joe,37.0373074,-95.6163664,1
12019,"Visakhapatnam,Anakapalli,India",17.6896435,83.0023634,0
12020,Denver/Boulder,40.0149856,-105.2705456,1
12021,"Vienna,  Austria ",48.2081743,16.3738189,0
12022,"Manitoba, Canada ",53.7608608,-98.8138762,0
12023,"Kernersville, NC",36.1198588,-80.0736533,1
12024,btwn the sacred silence &sleep,,,
12025,"Tallahassee, Florida",30.4382559,-84.2807329,1
12026,Kashmir.,33.778175,76.5761714,0
12027,Your Backyard,28.081342,-80.6498598,1
12028,One place at a time,,,
12029,RICH PORT,30.4360454,-91.0564051,1
12030,Brasília DF,-15.826691,-47.9218204,0
12031,JAKARTANS ,-6.2087634,106.845599,0
12032,"Las cruces, NM",32.3199396,-106.7636538,1
12033,"ÜT: 28.540958,77.232109",30.2849185,-97.7340567,1
12034,"Vancouver, BC - Musqueam land",49.2326878,-123.2024348,0
12035,"Salem, MA ",42.51954,-70.8967155,1
12036,"Cape Cod, Mass",41.6687897,-70.2962408,1
12037,Woburn MA,42.4792618,-71.1522765,1
12038,"Hollywood, Ca",34.0928092,-118.3286614,1
12039,Territory of the Mississaugas of the New Credit,42.999085,-80.096709,0
12040,"Bathurst, New-Brunswick",47.6183507,-65.6513358,0
12041,"Christiansted, Virgin Islands, U.S.",17.7466397,-64.7031977,0
12042,"Saginaw, Michigan",43.4194699,-83.9508068,1
12043,Fun & Sun Capital of the World,,,
12044,"Washington, DC 20009",38.9191485,-77.0362967,1
12045,ACAB • BLM • MULTI-FANDOM ,,,
12046,"Mount Vernon, WA /  Mazatlan",48.4201105,-122.3374543,1
12047,México City,19.4326077,-99.133208,0
12048,South Carolina remove Graham,33.836081,-81.1637245,1
12049,"Mogalraja Puram, Vijayawada",16.5059513,80.6451779,0
12050,NYer #StrongerTogether #FactsMatter #TrumpRussia #TrumpCrimeFamily,,,
12051,"Ada, OK",34.774531,-96.6783449,1
12052,"Choctaw, OK",35.4975625,-97.2689212,1
12053,2 feet from hell - Phoenix AZ,33.4483771,-112.0740373,1
12054,left coast,41.8848234,-87.6351433,1
12055,North Vancouver,49.3199816,-123.0724139,0
12056,The Souff,,,
12057,"Central Wisconsin, U.S.A.",44.784201,-89.67268,1
12058,Public School,36.6963724,-95.6457115,1
12059,"Oakland Park, FL",26.1723065,-80.1319893,1
12060,"KC MO, wooooooahhh",39.0997265,-94.5785667,1
12061,Columbus OHIO,39.9611755,-82.9987942,1
12062,"Parsippany, NJ",40.8652865,-74.4173877,1
12063,Chicago to Colorado transplant,41.8781136,-87.6297982,1
12064,"Rochester, NY, USA",43.1565779,-77.6088465,1
12065,Kitchener Ontario Canada,43.4516395,-80.4925337,0
12066," NJ, USA",40.0583238,-74.4056612,1
12067,Fourth Dimension ,39.181792,-76.806046,1
12068,"Dulles Airport, VA",38.9535599,-77.4462928,1
12069,"Battery City, CA",34.0737018,-118.3757382,1
12070,🎡⚓️🚢🗽,,,
12071,Nashville TN,36.1626638,-86.7816016,1
12072,The Tower ,37.6659965,-97.246437,1
12073,"Riverview, NB",46.0612537,-64.8052183,0
12074,"Middlesex, NJ",40.572603,-74.4926541,1
12075,U.S.A....the sane part. Blue.,,,
12076,"Buffalo, NY & NYC",40.7074022,-74.0077388,1
12077,"New Albany, OH",40.0903748,-82.7935789,1
12078,"Hyattsville, MD",38.9559442,-76.9455301,1
12079,"Pennsylvania, US",41.2033216,-77.1945247,1
12080,❤️ In OBX & VA born/raised -MI,35.5584932,-75.4665158,1
12081,"Atlanta, GA, USA",33.7489954,-84.3879824,1
12082,"the real world, this century",,,
12083,an igloo up in 🇨🇦,,,
12084,"Jeffersonville, IN",38.2775702,-85.7371847,1
12085,"Wilton Manors, FL ",26.1603626,-80.138934,1
12086,"Rochester,NY",43.1565779,-77.6088465,1
12087,Bay Area via Seattle,37.8271784,-122.2913078,1
12088,Geeks Resist HQ,,,
12089,"Keyser, WV",39.4409277,-78.9739156,1
12090,Georgia Tech/Emory,33.7784884,-84.3968224,1
12091,NEVADA,38.8026097,-116.419389,1
12092,Probably at a concert,,,
12093,Complex Vector Space,,,
12094,"West by God Virginia, USA",38.5976262,-80.4549026,1
12095,"Washington, DC/Lake Dallas, TX",33.1227778,-97.0136111,1
12096,The Fortress of Solitude,40.7457553,-74.1721169,1
12097,"Portsmouth, New Hampshire",43.0717552,-70.7625532,1
12098,"Newark, DE",39.6837226,-75.7496572,1
12099,"Centennial, Colorado",39.5807452,-104.8771726,1
12100,Fort Myers River District,26.6428793,-81.8704552,1
12101,LA blancbiehnproductions.com,,,
12102,TEXAS-Nuff Said 😉,31.9685988,-99.9018131,1
12103,https://www.linkedin.com/in/gr,,,
12104,M.E.C.K.,39.9303825,-76.1991404,1
12105,Huddersfield,53.645792,-1.7850351,0
12106,Planet Firth,,,
12107,Blue Planet,39.0494232,-76.8932876,1
12108,Have role? Will travel! :),,,
12109,"ÜT: 38.488083,-122.756677",30.2849185,-97.7340567,1
12110,Allows testing on citizens ,,,
12111,"Cape Cod & the Islands, MA. 🐳",41.6496242,-70.2953734,1
12112,"Cheese Land, USA ",47.6217207,-122.3008894,1
12113,"Hollywood, CA. USA",34.0928092,-118.3286614,1
12114,"Vijayawada, India",16.5061743,80.6480153,0
12115,"Riverside, CA, USA",33.9806005,-117.3754942,1
12116,#TRUMPVirus RESIST #VoteBlue,,,
12117,"New Providence, NJ",40.6984348,-74.4015405,1
12118,6 hundred miles away from home,,,
12119,Email--girlnspiration@aol.com,,,
12120,"Cary, NC",35.79154,-78.7811169,1
12121,Parts Unknown ,36.4012251,-93.7378443,1
12122,"chicago, il",41.8781136,-87.6297982,1
12123,"Kapolei, HI",21.3353909,-158.0568965,1
12124,Yooper,46.547347,-87.394998,1
12125,"Greensboro, North Carolina",36.0726354,-79.7919754,1
12126,"Glastonbury, CT",41.6861794,-72.5450779,1
12127,Blue RESISTER in a Red State,,,
12128,"Earth, but Heaven - bound  ✟",,,
12129,In via,29.9693117,-90.0831211,1
12130,"911, htgawm, grey's, sh 🇦🇷",,,
12131,Look behind you...USA,,,
12132,Louisville,38.2526647,-85.7584557,1
12133, 𝗟𝗧𝗪𝗧 & 𝗛𝗦𝗟♡𝗧 she/her ,,,
12134,"New Brunswick, Canada",46.5653163,-66.4619164,0
12135,"Detroit, MI + NY, NY",42.331427,-83.0457538,1
12136,Ugh... Florida,27.6648274,-81.5157535,1
12137,South Carolina ,33.836081,-81.1637245,1
12138,➰ // 15.04.18 AM // ,,,
12139,"129 Glover Avenue, Norwalk, CT",41.1508536,-73.4281496,1
12140,"Milan, Italy",45.4642035,9.189982,0
12141,Antifa HQ,,,
12142,"Short North, Columbus Ohio",39.979776,-83.0045791,1
12143,Waiting for the sun ,,,
12144,"Bakersfield, California",35.3732921,-119.0187125,1
12145,"Tulalip Bay, WA",48.0652566,-122.2813224,1
12146,"Victor, NY",42.9825633,-77.4088794,1
12147,Constant Confusion,,,
12148,08/08/20🕊,,,
12149,Metro DC/Balt. area,,,
12150,vibe city,36.2038661,-86.7415682,1
12151,Krakoa,,,
12152,Central Texas,30.2854944,-97.6653991,1
12153,"Allentown, PA",40.6022939,-75.4714098,1
12154,"Clearwater, Florida",27.9658533,-82.8001026,1
12155,7.7 years in the Future,,,
12156,Don’t want to be found ,,,
12157,Lost Angeles,34.0522342,-118.2436849,1
12158,5th and Pontiac,,,
12159,Spring Hill FL & Vandalia IL,27.6648274,-81.5157535,1
12160,"Rancho Cucamonga, Ca.",34.1063989,-117.5931084,1
12161,Los Santos,40.1087511,-1.2830851,0
12162,Chicanolandia,,,
12163,"Lebanon, TN",36.2081098,-86.2911024,1
12164,"Oshawa, Ontario",43.8970929,-78.8657912,0
12165,"Bloomington, Indiana",39.165325,-86.5263857,1
12166,Babylon,40.6956552,-73.3256753,1
12167,"ÜT: 42.567693,-70.899321",30.2849185,-97.7340567,1
12168,"Málaga, (Spain)",36.7211784,-4.4217199,0
12169,"Hometown - Chicago, Illinois",41.7306407,-87.7319495,1
12170,"Niagara, Ontario canada",43.0581645,-79.2902133,0
12171,Austin TX,30.267153,-97.7430608,1
12172,Voting on #November3rd,,,
12173,Florgia,27.6648274,-81.5157535,1
12174,"Intercourse, PA",40.0383787,-76.1075043,1
12175,"CA,AZ",34.1474796,-114.2861507,1
12176,"Greenville, MS / Raymond, MS",33.410986,-91.034791,1
12177,In Between,34.6719406,-86.5352922,1
12178,New England USA ,43.9653889,-70.8226541,1
12179,Elba,42.7781867,10.1927389,0
12180,"North Tonawanda, NY",43.038668,-78.8642033,1
12181,Hudson Valley NY,41.9209018,-73.9612887,1
12182,#19,36.3131255,-95.620701,1
12183,"Dartmouth, NS",44.6660885,-63.5675631,0
12184,"Augusta, GA and Washington, DC",38.8989682,-77.021715,1
12185,"Hospital Clinic, Barcelona",41.3894436,2.1523119,0
12186,"Blue State, Red Valley",36.6039938,-109.0603825,1
12187,🍁,38.7782428,-95.1781982,1
12188,The great North ,45.5904499,-122.7547677,1
12189,"Outside; rain, shine or snow.",,,
12190,"Asbury UMC, Arnold, MD",39.0337444,-76.5010444,1
12191,🤘🏿,,,
12192,Middle Earth,35.21641,-97.420694,1
12193,Corporate States of America,36.8537572,-119.7861517,1
12194,PHI,,,
12195,"Ontario, Canada ",51.253775,-85.323214,0
12196,"West Mifflin, PA",40.3634026,-79.8664375,1
12197,"Glen Rock, NJ",40.9628758,-74.1329207,1
12198,"Tuscaloosa, AL||Pittsburgh, PA",40.4406248,-79.9958864,1
12199,HTX,29.7552928,-95.3553688,1
12200,"Australia House, London",51.5128277,-0.1152821,0
12201,Fargo/Moorhead area,46.8771863,-96.7898034,1
12202,"Renton, WA via Brampton, ON",47.4796927,-122.2079218,1
12203,"Kuala Lumpur, Malaysia",3.139003,101.686855,0
12204,"Dallas,Tx",32.7766642,-96.7969879,1
12205,Timmins-James-Bay,,,
12206,outer space near a black hole ,,,
12207,"Clovis, CA",36.8252277,-119.7029194,1
12208,Beelzebub's Lair,,,
12209,The Pizza Guy Hall of Fame,40.7937188,-81.3976961,1
12210,Moonship love nest ❤,,,
12211,"5140 W Peoria 144 Glendale, AZ",33.5828437,-112.1716896,1
12212,MS,34.3647349,-89.5383818,1
12213,Pittsburgh suburbanite.,40.4406248,-79.9958864,1
12214,COS ➡️ DEN ➡️ ATL,,,
12215,"Thornhill, ON",43.8142552,-79.424025,0
12216,The Briny Ocean Tossed,,,
12217,明日,,,
12218, Today? Dunno,,,
12219,"Santiago de Compostela, Spain",42.8782132,-8.5448445,0
12220,Cartoonland,,,
12221,"Somerset, England",51.105097,-2.9262307,0
12222,South Dakota,43.9695148,-99.9018131,1
12223,"Earth, the land part",,,
12224,"RTP, North Carolina",35.8991678,-78.8636402,1
12225,"Clearwater, FL/Louisville, KY",27.871696,-82.7025345,1
12226,"Austin, Tx",30.267153,-97.7430608,1
12227,Orlando FL,28.5383355,-81.3792365,1
12228,"Manchester, NH",42.9956397,-71.4547891,1
12229,"Temple, TX",31.0982344,-97.342782,1
12230,"Sarasota, Florida",27.3364347,-82.5306527,1
12231,A server near Dayton,39.8139168,-84.2293178,1
12232,"Dallas-Fort Worth, TX",32.7078751,-96.9209135,1
12233,My Nerd Cave ,,,
12234,Anywhere people need PPE,,,
12235,202 || 330,,,
12236,No Go Zone USA ,,,
12237,(Small town in South) Arkansas,36.2776485,-91.3083685,1
12238,Port Glasgow,55.932291,-4.679807,0
12239,"ON, Canada",51.253775,-85.323214,0
12240,Tübingen - Germany,48.5216364,9.0576448,0
12241,Downtown Cleveland,41.5047834,-81.6856808,1
12242,♡California♡USA♡,36.778261,-119.4179324,1
12243,"San Pedro de Macorís, Rep. Dom",18.46266,-69.3051234,0
12244,CALIFORNIA,36.778261,-119.4179324,1
12245,IG/SNAPCHAT/TIK TOK: JaredLeto,,,
12246,Russia - Moscow,55.755826,37.6172999,0
12247,"Tijuana, B.C.",32.5149469,-117.0382471,0
12248,Beleriand,,,
12249,roman's yard,,,
12250,🇧🇪,,,
12251,year of '39,,,
12252,los angeles. ,34.0522342,-118.2436849,1
12253,If you would like any media removed please contact us before taking legal action.,,,
12254,HAILEYBIEBER & CAMILACABELLO ,,,
12255,The Land of Steady Habits: CT,41.6032207,-73.087749,1
12256,Cihuatanejo,17.6416693,-101.5516955,0
12257,"Crownsville, MD",39.0284438,-76.6013536,1
12258,"Sadly, FL (but voting BLUE)",27.6648274,-81.5157535,1
12259,Secret Bunneh Hutch,,,
12260,"East Riverdale, MD",38.9579727,-76.9112749,1
12261,"MD, USA",39.0457549,-76.6412712,1
12262,big time rush ,,,
12263,"Sunnyside, WA",46.3237423,-120.0086538,1
12264,gublernation ♡ ✿,,,
12265,clownland,50.73678,2.3023548,0
12266,The Disco Volante ,40.7296921,-74.0004795,1
12267,"China Grove, NC",35.569306,-80.5817318,1
12268,In your dreams...,40.423013,-86.8587122,1
12269,"Philly, USA",39.9525839,-75.1652215,1
12270,Boogie Wonderland,27.9560398,-97.7724564,1
12271,"Thionville, France",49.357571,6.168426,0
12272,"Athens, Ga",33.9519347,-83.357567,1
12273, Dublin ,53.3498053,-6.2603097,0
12274,DC/VT,42.8545299,-72.55791,1
12275,"Miskolc, Magyarország",48.1034775,20.7784384,0
12276,Panamá city,30.1588129,-85.6602058,1
12277,418 S Warren Ave,43.6936674,-85.4806788,1
12278,pittsburgh,40.4406248,-79.9958864,1
12279,Wrigley Field,41.9484384,-87.6553327,1
12280,"Treasure Coast, Florida",27.4195199,-80.396095,1
12281,Mâcon Beausoleil Monaco,43.7392082,7.4176209,0
12282,"Saalfelder Höhe, Thüringen",50.6133462,11.2932352,0
12283,"Toronto, ",43.653226,-79.3831843,0
12284,"Ottawa, Ontario Canada",45.4215296,-75.6971931,0
12285,"Maranhão, Brasil",-4.9609498,-45.2744159,0
12286,Islamabad/Karachi,33.6887062,73.0328082,0
12287,Broward,26.190096,-80.365865,1
12288,outside of DC & SW Florida,38.9071923,-77.0368707,1
12289,WAP City,,,
12290,"Southfield, MI",42.4733688,-83.2218731,1
12291,2602 South 39th St. Temple ,31.0770238,-97.3749358,1
12292,"milwaukee, wi",43.0389025,-87.9064736,1
12293,In a lockdown with Zak Bagans,,,
12294,"Montville, NJ",40.9148209,-74.383763,1
12295,"Fishkill, NY",41.5356492,-73.8990252,1
12296,SoFlo,29.4096,-98.500025,1
12297,"Springfield, Mo",37.2089572,-93.2922989,1
12298,"Kelowna, BC, Canada",49.8879519,-119.4960106,0
12299,"milan, italy",45.4642035,9.189982,0
12300,"Longueuil, Québec",45.5369442,-73.5107131,0
12301,"Poole, England",50.71505,-1.987248,0
12302,"Upper Darby, PA USA",39.9593175,-75.2878235,1
12303,"Space Coast Area, FL",28.353895,-80.7261153,1
12304,"Holiday Diner, Limbo, Arizona",34.0489281,-111.0937311,1
12305,"South Florida, USA",27.6648274,-81.5157535,1
12306,"Toronto, Canada, US",43.652823,-79.3880114,0
12307,"IL via NJ, GA, NE, OH, the UK",40.0583238,-74.4056612,1
